Weights
9,-0.16768296355126025,0.037580680274182897,-0.18695171621677056,0.14792254114734182,-0.15734154216999052,-0.0084881314132825673,-0.026555236090971331,-0.0050683415413821801,0.0065526819148640841,0.010771498704612444,
19,-0.31770565816059038,0.060709216763582818,-0.35609788359219507,0.26440895105187912,-0.28602192656859421,-0.030215073891019802,-0.036660975211118232,-0.029603114549025533,0.0068851082658644902,0.039126172320843304,
29,-0.45674804292547244,0.072814300367020968,-0.50494508851504405,0.35480735361083993,-0.39152414461905793,-0.050356744231580139,-0.041490386966236581,-0.060783383714117165,0.0077584249448960614,0.070834543023170257,
39,-0.57658652681855249,0.080592061252356767,-0.63752177745278793,0.43354811268880206,-0.48053268591986048,-0.075087695297151064,-0.047674566305392387,-0.092668501396372949,0.010398343469070936,0.10744895021553981,
49,-0.68425781002406161,0.089921897923823685,-0.74962128035238806,0.48450861322546634,-0.55722863828103197,-0.091226671023024924,-0.046974974072857105,-0.12093830079690411,0.015919667083946432,0.14220552080832805,
59,-0.79288763843983223,0.099878252632226938,-0.85815682737063792,0.53757768476581036,-0.62060620480813922,-0.10306684974547173,-0.047736893693150102,-0.15005103375853521,0.021112965941929691,0.17378225778934497,
69,-0.88410498413452698,0.11044657582698061,-0.95182953426890793,0.57652203363407151,-0.67420990030661732,-0.11054026791680195,-0.045953192074213819,-0.17772918711498686,0.032770548138024082,0.20594669247882386,
79,-0.96634213493804932,0.11952844934633169,-1.0399296882409463,0.60420428847134244,-0.7261064157046061,-0.12266417842202829,-0.057296243845082341,-0.20089515922547119,0.04518826926629,0.227835990370896,
89,-1.0465927609726107,0.13028529516817383,-1.1184490728280541,0.63124747850531981,-0.77127244242986204,-0.13211313224114185,-0.050392366948046302,-0.22160563960546742,0.049249935040227712,0.25831053337797982,
99,-1.1125827987962433,0.14316370444146126,-1.1830762728086819,0.64352817537374885,-0.80799899262210861,-0.13469420812276806,-0.05238912170078025,-0.24502244234362713,0.058589517211509609,0.28332515975174116,
109,-1.1811135532768873,0.14384619464651563,-1.2443833015805712,0.65639991536631137,-0.83541170786059737,-0.14263980386178848,-0.063150950238018422,-0.26238240790983341,0.069233956342421799,0.31213200196293828,
119,-1.244113331358456,0.14903219001078011,-1.3038867942277741,0.66747552098562224,-0.8657571803531865,-0.14480469946380045,-0.063756408749770038,-0.27679359579357726,0.085937451410485977,0.3359924520630917,
129,-1.2974190497646991,0.1670010812223966,-1.3457033839636996,0.67213192880545902,-0.89286195097876375,-0.14929051548249297,-0.064730638051617689,-0.30229695490244551,0.10003400699677333,0.35586472256007612,
139,-1.3501688190299217,0.17616857942376002,-1.4047569837668004,0.67893618773497566,-0.91221479338263611,-0.14579984755983177,-0.067392083620958804,-0.31666490195771413,0.10871339642183413,0.3695537622954897,
149,-1.401587298473197,0.18152900667250157,-1.4495763059341895,0.6744790051836177,-0.93092209124634495,-0.14693554225428482,-0.087677715753728083,-0.32952286077018411,0.11517352652043454,0.40193496071842122,
159,-1.4419036946184767,0.20145328086705866,-1.4923986931596294,0.67929915373461958,-0.93301493487028597,-0.14237905545554802,-0.08046296900117289,-0.34785321956331366,0.13473248625423348,0.40736344019578041,
169,-1.4955126067703026,0.20245306085955705,-1.5246391890962789,0.68687629273756046,-0.94785957720017522,-0.14460303108127728,-0.087119801992311896,-0.36297535378660173,0.14316498442481068,0.42940407191492425,
179,-1.5279814130919203,0.2053934194616569,-1.5687799923449199,0.68268669545293936,-0.9740117378452724,-0.1329145069102351,-0.090266601722397324,-0.37159883451535108,0.14696507162917671,0.45103777791327598,
189,-1.5762158650343321,0.23043584746108087,-1.5983812817811498,0.67346073590269684,-0.98416682701147662,-0.13489907636859549,-0.097075061262390586,-0.39309297628380302,0.16014249612228243,0.46451272057253562,
199,-1.6140380207627327,0.22103129626514667,-1.6191683958122336,0.67280442482354774,-0.97961229678316064,-0.11437020551895757,-0.096954142800639839,-0.40772309857916428,0.16268515914826603,0.49494244579394669,
