Weights
9,-0.15624598902065179,0.043162821992268618,-0.1808769243708015,0.1459923722755519,-0.1534713351039986,-0.002927430150649793,-0.029933673717208412,0.0008648689790169712,0.009008627830236586,0.00093682851351755076,
19,-0.30719379023102966,0.077479380338539253,-0.35030380272232242,0.28399202601948331,-0.29828865055104631,-0.0096205104264410982,-0.05477043935054262,-0.0040458225190398555,0.011976881738666872,0.01086841584301282,
29,-0.45844540989327742,0.11316134995234962,-0.51846136811893906,0.41363311682258985,-0.4345226225751585,-0.016493432405660733,-0.075638999592794132,-0.0073298285247513379,0.016073324150320662,0.025020590992033468,
39,-0.60168719618426769,0.13598688896178648,-0.6813191778438894,0.53250148683393939,-0.56380224534092271,-0.029350903167163454,-0.094635304658571312,-0.02044493393815228,0.014472555097717053,0.048378596437879923,
49,-0.74543787505146208,0.16116449022430004,-0.83719644583648167,0.64747665712779734,-0.68643262364776292,-0.041261499057803207,-0.11174235428970808,-0.038270374475620518,0.01771505116441565,0.070646288695836099,
59,-0.8830741966727601,0.17852938882665736,-0.98861090163336052,0.75311543012004245,-0.8027354957004732,-0.061221628718691121,-0.12605716392563268,-0.061290183436710256,0.017819750498941626,0.091730032557518923,
69,-1.0166697453028106,0.20189262100147742,-1.1356877898668145,0.85370848323867665,-0.91561589649048103,-0.082558975324604295,-0.12877043168496335,-0.079733894172058256,0.018225178701836695,0.11898273738750914,
79,-1.1445515902165746,0.22034593837482849,-1.2714955617151671,0.95140236748425067,-1.0236026191888721,-0.0925312236526738,-0.13659810321011556,-0.09782690180208678,0.020683731185777609,0.14550564713661326,
89,-1.2780672741693213,0.23128075544616941,-1.414510727935802,1.043540839486278,-1.1234298130117313,-0.11251223060228786,-0.1479301925700641,-0.12373666260442223,0.019482015080429967,0.17337670757859203,
99,-1.400040992871707,0.24546873185190335,-1.553345345108442,1.1257561067303665,-1.2238057000856359,-0.13605818274702194,-0.14500172058507912,-0.14522677661140418,0.01984717260698363,0.20632681230828523,
109,-1.5239446413798292,0.2541489327507731,-1.6738554353928743,1.2011664307984575,-1.3137069125044063,-0.15386849159750493,-0.15409653428053807,-0.17682851866238639,0.02536460844839112,0.23605531280544645,
119,-1.6440609933293773,0.27012240753791461,-1.8021044488424505,1.2783507521306696,-1.402809907470034,-0.17011928579959656,-0.1628095202130117,-0.20291888065309813,0.02868869754596054,0.25860346710731164,
129,-1.754344849140594,0.28258850046548006,-1.9415825964327462,1.3626600996170051,-1.4952779730142978,-0.19458544997538968,-0.15629729208196289,-0.22715837830433341,0.029103676409536469,0.29879965071945264,
139,-1.8727382442729319,0.29235961979902708,-2.0522554277502865,1.4225437579779192,-1.5775646493070759,-0.20986024347282475,-0.16579328830249576,-0.25794477312613695,0.027652705716059312,0.32671672409434155,
149,-1.9678190417517996,0.30516881235336518,-2.1686105255378578,1.4836654562685936,-1.6628201170789203,-0.229881768458646,-0.15712370109932536,-0.27285777539463252,0.034717918019797525,0.34912057515741085,
159,-2.0847331378369689,0.30546380705075638,-2.2778853753660075,1.5465205280976682,-1.7349256082969422,-0.24637320011139582,-0.17271226500215603,-0.31092527090905092,0.034769994666682721,0.38888823505982817,
169,-2.1885666893703375,0.31454269014591102,-2.3893354626358438,1.6076306476893794,-1.7999919098833108,-0.26691806204943325,-0.16662130830023417,-0.33685436214881165,0.044434939952454774,0.42177638457870759,
179,-2.2859776608633746,0.33117228315573305,-2.4924319238438017,1.6505673981947417,-1.8749514275386781,-0.27405682841112472,-0.18196841155897903,-0.35557575708938849,0.030840675022749175,0.4523881472649352,
189,-2.3853520216033721,0.33512568117934299,-2.5941325415626495,1.7173118138455483,-1.9437763715634662,-0.29111613886684851,-0.16672114773250804,-0.39593527557259206,0.043921455588863685,0.49319652188140212,
199,-2.4944277120680787,0.3426291640690145,-2.7012581750774149,1.748254250672161,-2.0057616482613922,-0.31668086705296183,-0.18386373729048727,-0.41682805060293254,0.048095404221545908,0.51168737705394007,
