Time Taken(s), Train Losses
106903, 0.68240883490825066
321787, 0.63636731044525097
307433, 0.60837912823192319
307734, 0.58854068648473901
307461, 0.57416885706049925
307328, 0.56240815618754691
307587, 0.55311843026509167
307474, 0.54535915150003478
307630, 0.53882642366111333
307686, 0.53213037504333127
307541, 0.52686669099717576
307589, 0.52244668084250323
307636, 0.51778199956395043
307665, 0.51507927559187305
307129, 0.51117689298369728
307016, 0.50814896092242712
307236, 0.50577352430957934
307046, 0.50383270936224922
307592, 0.50105875382255638
307540, 0.49829472017342735
307309, 0.49752360079009794
307933, 0.49587485866673753
307638, 0.4939886703901456
307436, 0.4925516717604897
307168, 0.49209721045722687
307155, 0.48975249179808666
306837, 0.48884718884696987
307328, 0.48959604874098783
307471, 0.48779985710660034
307267, 0.48783918790767394
307790, 0.4867982252540623
308419, 0.48555005793796224
308900, 0.48469803194212291
308445, 0.4851088003377772
307674, 0.48401858709090639
307782, 0.48437933923605614
307992, 0.48400738618355066
308342, 0.48295137586135528
307724, 0.48515353598140337
308281, 0.48278622466983817
308333, 0.48255960501199613
308154, 0.48321778731310083
308050, 0.48527198847466718
308145, 0.48391597365241235
307865, 0.48342359009556179
308125, 0.48359840475099763
308044, 0.48535908301101643
308396, 0.4857513770895342
308470, 0.48618495395430111
307913, 0.48483128667220993
308125, 0.48535434061271476
308295, 0.48477318830618804
308127, 0.48708367191081753
308590, 0.48766405011589553
308088, 0.48692654555675852
308127, 0.48918836017668627
308615, 0.48986895976049105
307959, 0.4902501294251288
308034, 0.49049782208393528
308296, 0.49073942725010389
308043, 0.49190897511281195
307976, 0.49134368409669399
308025, 0.49394727118849663
308162, 0.49623041830744552
308181, 0.49518169346635144
308254, 0.49645578478622732
308168, 0.49650635782592278
308130, 0.49913797559918793
308137, 0.49811908665727833
307960, 0.49946189720842438
307784, 0.49876956940022787
308495, 0.50037224875659381
308472, 0.50325591380012202
308646, 0.50334429073947107
308330, 0.50316668920358398
308806, 0.50726080827388709
308123, 0.50698436411440206
308586, 0.50619935139217254
308028, 0.50757616458164267
307893, 0.50844203345466998
307476, 0.5110096065155727
307933, 0.5130736581529568
307364, 0.51411878818859114
307873, 0.5141361731025611
307341, 0.51555711406494154
308331, 0.5134587065508629
307356, 0.51401717842617511
307208, 0.51792135576093612
307460, 0.51749128602912298
307607, 0.51935500532131262
307040, 0.52008690967093063
308182, 0.52443172194747656
307333, 0.5246558009684632
307507, 0.52553262000553325
307208, 0.52688114694512067
307482, 0.52374041580284092
306288, 0.52604414016307599
305447, 0.53314121896503963
305515, 0.52804483501688904
306259, 0.53290541765858601
306110, 0.53219686080601725
305551, 0.5300652525454449
304817, 0.5350711786811857
305413, 0.53783262932647613
304644, 0.53622408696827373
304237, 0.54082447835547309
303517, 0.53988171463933865
303710, 0.54212112328650885
303705, 0.54311173361294363
303458, 0.54292194684074191
303620, 0.54391043120676974
303611, 0.54298700094796826
303994, 0.5454461288003265
303775, 0.54950436881524267
304001, 0.54955702032895803
303690, 0.54822553667528495
304190, 0.54983227902235654
303889, 0.55070844693829646
303123, 0.55496709152051649
302915, 0.55127731135611058
302707, 0.55591676392581779
303749, 0.55681916358049177
303348, 0.55630030230879635
303334, 0.5532157059650894
303253, 0.55633405113191947
303373, 0.55876914627614016
302960, 0.56123261920171508
302766, 0.56510487464079961
301727, 0.56313172825397539
301792, 0.56646830695595152
301810, 0.56596063966703258
301266, 0.56930304163053058
302026, 0.56910670010318198
301732, 0.56871070499193177
301506, 0.57019101083437074
301728, 0.56829469033955993
301352, 0.57240705226263322
301123, 0.57261224179436143
301232, 0.56954556102880238
301278, 0.5735855264106714
301421, 0.57882099494093064
301108, 0.57737699760904415
301428, 0.57594149300483766
301447, 0.5814741840964206
301420, 0.57851568484931826
301141, 0.58428545361832529
300647, 0.58268760125447738
300879, 0.58504375600465264
300951, 0.58510387802514963
301216, 0.58436674741118111
300778, 0.5877148184262897
300439, 0.59011639817282335
300412, 0.59047935094576776
300663, 0.59489480019030505
300535, 0.59490960969771156
300310, 0.59445131226001524
300377, 0.59621267651868903
300199, 0.59913844334537891
299372, 0.60038238062571858
299315, 0.59708437662466307
298862, 0.59695634966244959
299504, 0.6054489187462111
298704, 0.60090634311505764
298981, 0.60262788385995048
298229, 0.60515537843197087
298639, 0.60726489277804041
298087, 0.60756058800154822
298642, 0.60448627814310174
298685, 0.60417827357204112
298894, 0.60915051951686872
298454, 0.6077312446333285
299199, 0.61240160688405287
298327, 0.61314924586640185
298958, 0.61740070463933561
297771, 0.61344852361458391
298565, 0.61755798952147078
298482, 0.61754200101726031
299015, 0.61948912010067192
298810, 0.61450544355367753
298029, 0.61721551019675536
298693, 0.62391963319498212
298676, 0.62321638185405481
297984, 0.62593255318750485
298259, 0.62681253835581952
298728, 0.6272311004764104
298582, 0.62162296763480862
298539, 0.62877897336630817
